,ParticipationDate,Progress,Duration_S,Duration_M,Finished,ResponseID,US_LatLong,HealthyAdult,Consent,CisMen_Caring,CisMen_WarmInRelations,CisMen_Empathetic,CisMen_Affectionate,CisMen_Friendly,CisMen_Just,CisMen_Fair,CisMen_Considerate,CisMen_Trustworthy,CisMen_Reliable,CisMen_SelfConfident,CisMen_GoodUnderPressure,CisMen_Persistent,CisMen_HasLeadershipQualities,CisMen_FeelSuperior,CisMen_Efficient,CisMen_Capable,CisMen_Competent,CisMen_Intelligent,CisMen_Clever,CisMen_DisplayOrder,CisWomen_Caring,CisWomen_WarmInRelations,CisWomen_Empathetic,CisWomen_Affectionate,CisWomen_Friendly,CisWomen_Just,CisWomen_Fair,CisWomen_Considerate,CisWomen_Trustworthy,CisWomen_Reliable,CisWomen_SelfConfident,CisWomen_GoodUnderPressure,CisWomen_Persistent,CisWomen_HasLeadershipQualities,CisWomen_FeelSuperior,CisWomen_Efficient,CisWomen_Capable,CisWomen_Competent,CisWomen_Intelligent,CisWomen_Clever,CisWomen_DisplayOrder,TransMen_Caring,TransMen_WarmInRelations,TransMen_Empathetic,TransMen_Affectionate,TransMen_Friendly,TransMen_Just,TransMen_Fair,TransMen_Considerate,TransMen_Trustworthy,TransMen_Reliable,TransMen_SelfConfident,TransMen_GoodUnderPressure,TransMen_Persistent,TransMen_HasLeadershipQualities,TransMen_FeelSuperior,TransMen_Efficient,TransMen_Capable,TransMen_Competent,TransMen_Intelligent,TransMen_Clever,TransMen_DisplayOrder,TransWomen_Caring,TransWomen_WarmInRelations,TransWomen_Empathetic,TransWomen_Affectionate,TransWomen_Friendly,TransWomen_Just,TransWomen_Fair,TransWomen_Considerate,TransWomen_Trustworthy,TransWomen_Reliable,TransWomen_SelfConfident,TransWomen_GoodUnderPressure,TransWomen_Persistent,TransWomen_HasLeadershipQualities,TransWomen_FeelSuperior,TransWomen_Efficient,TransWomen_Capable,TransWomen_Competent,TransWomen_Intelligent,TransWomen_Clever,TransWomen_DisplayOrder,NonBinary_Caring,NonBinary_WarmInRelations,NonBinary_Empathetic,NonBinary_Affectionate,NonBinary_Friendly,NonBinary_Just,NonBinary_Fair,NonBinary_Considerate,NonBinary_Trustworthy,NonBinary_Reliable,NonBinary_SelfConfident,NonBinary_GoodUnderPressure,NonBinary_Persistent,NonBinary_HasLeadershipQualities,NonBinary_FeelSuperior,NonBinary_Efficient,NonBinary_Capable,NonBinary_Competent,NonBinary_Intelligent,NonBinary_Clever,NonBinary_DisplayOrder,PersonallyEncountered_CisMen,PersonallyEncountered_CisWomen,PersonallyEncountered_TransMen,PersonallyEncountered_TransWomen,PersonallyEncountered_NonBinary,PersonallyEncountered_Order,MediaStories_CisMen,MediaStories_CisWomen,MediaStories_TransMen,MediaStories_TransWomen,MediaStories_NonBinary,MediaStories_Order,AttentionCheck,Essentialism_Discreteness,Essentialism_Naturalness,Essentialism_Immutability,Essentialism_Stability,Essentialism_Necessity,Essentialism_Uniformity,Essentialism_Informativeness,Essentialism_Inherence,Essentialism_Exclusivity,NfC_1,NfC_2,NfC_3,NfC_4,NfC_5,NfC_6,NfC_7,NfC_8,NfC_Order_FirstHalf,NfC_9,NfC_10,NfC_11,NfC_12,NfC_13,NfC_14,NfC_15,NfC_Order_SecondHalf,HighestEducation,Conservatism,Liberalism,Political_Order,SubjSES_US,SubjSES_Community,Confusion.in.Comment,SocialCategoryOrder,Essentialism_Order,QualityControl,Age_General,RacialIdentity_WhitePoC,GenderIdentity_General,Sexuality_Summary,AnnualPreTaxIncome_Categorical
119,11/6/2017,100,705,11.75,1,3oGwtbfFhEyuSCW,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,1,1,1,1,Considerate|Clever|Intelligent|Caring|Competent|Persistent|WarmInRelations|FeelSuperior|Empathetic|Friendly|Reliable|HasLeadershipQualities|Trustworthy|Just|Affectionate|GoodUnderPressure|Efficient|SelfConfident|Fair|Capable,1,2,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,Caring|Trustworthy|Intelligent|Just|HasLeadershipQualities|Efficient|Considerate|Capable|Friendly|GoodUnderPressure|Empathetic|Persistent|SelfConfident|Competent|Fair|FeelSuperior|Reliable|Clever|WarmInRelations|Affectionate,1,1,0,1,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,Considerate|WarmInRelations|Caring|Trustworthy|Efficient|Intelligent|Fair|Friendly|Affectionate|Empathetic|Competent|HasLeadershipQualities|FeelSuperior|SelfConfident|Reliable|Just|Capable|Persistent|GoodUnderPressure|Clever,1,2,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,Affectionate|Fair|Reliable|GoodUnderPressure|Considerate|Friendly|Just|Empathetic|HasLeadershipQualities|Competent|Clever|Caring|Trustworthy|WarmInRelations|Persistent|Efficient|FeelSuperior|SelfConfident|Capable|Intelligent,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,Empathetic|Persistent|Caring|Friendly|Competent|HasLeadershipQualities|SelfConfident|Efficient|FeelSuperior|WarmInRelations|Just|GoodUnderPressure|Intelligent|Capable|Reliable|Considerate|Clever|Fair|Affectionate|Trustworthy,3,3,1,1,1,TransWomen|NonBinary|TransMen|CisWomen|CisMen,3,3,1,1,1,NonBinary|TransMen|CisMen|CisWomen|TransWomen,1,2,7,7,1,1,7,2,2,2,5,3,3,5,6,5,5,6,8|6|2|3|4|5|7|1,3,6,4,5,6,5,6,10|9|13|12|15|11|14,3,5,3,Liberalism|Conservatism,2,4,0,TransMen|Non-Binary|CisWomen|CisMen|TransWomen,Discreteness|Immutability|Inherence|Naturalness|Stability|Informativeness|Uniformity|Exclusivity|Necessity,Keep,2,1,2,1,2
120,11/8/2017,100,236,3.933333333,1,3OkmlUFLoCmu2y5,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,-1,1,HasLeadershipQualities|Persistent|Just|Intelligent|Efficient|FeelSuperior|Caring|Fair|Clever|Considerate|Competent|GoodUnderPressure|SelfConfident|WarmInRelations|Friendly|Empathetic|Trustworthy|Affectionate|Reliable|Capable,2,2,1,2,2,1,2,NA,2,1,1,2,1,2,1,2,2,2,2,1,Efficient|SelfConfident|Capable|Friendly|Clever|Intelligent|HasLeadershipQualities|Reliable|Affectionate|Considerate|Empathetic|Caring|Fair|Persistent|Trustworthy|Just|GoodUnderPressure|WarmInRelations|Competent|FeelSuperior,0,2,2,0,0,2,2,1,1,1,1,0,1,2,2,1,2,2,2,2,SelfConfident|Empathetic|Trustworthy|Clever|Competent|Capable|Caring|Just|Considerate|Fair|Intelligent|GoodUnderPressure|FeelSuperior|WarmInRelations|HasLeadershipQualities|Affectionate|Reliable|Persistent|Efficient|Friendly,1,1,1,2,2,2,2,1,1,2,0,1,2,2,2,2,1,2,2,2,Trustworthy|Efficient|WarmInRelations|Competent|Just|GoodUnderPressure|Affectionate|Fair|SelfConfident|Reliable|FeelSuperior|Friendly|Considerate|Intelligent|Clever|HasLeadershipQualities|Capable|Empathetic|Persistent|Caring,2,1,1,2,2,1,2,1,2,1,2,2,1,0,0,2,2,1,1,2,FeelSuperior|Caring|Empathetic|Clever|Considerate|GoodUnderPressure|Reliable|Friendly|Affectionate|Persistent|HasLeadershipQualities|Efficient|Capable|Intelligent|Fair|Competent|SelfConfident|WarmInRelations|Trustworthy|Just,2,2,1,1,1,TransWomen|TransMen|CisMen|NonBinary|CisWomen,3,3,3,3,1,NonBinary|CisWomen|TransMen|TransWomen|CisMen,1,6,8,3,6,2,5,6,3,1,1,1,1,6,1,5,5,2,5|3|2|8|6|1|7|4,1,4,1,5,1,4,3,10|12|15|9|14|11|13,4,2,5,Conservatism|Liberalism,5,5,0,CisMen|CisWomen|TransMen|Non-Binary|TransWomen,Inherence|Discreteness|Exclusivity|Immutability|Naturalness|Informativeness|Uniformity|Stability|Necessity,Keep,1,1,2,1,3
121,11/6/2017,100,601,10.01666667,1,3OrJ1e3R1tJCDff,1,1,1,-1,-1,-1,0,-1,1,1,-1,-1,1,1,0,1,2,1,1,1,1,1,1,Persistent|Affectionate|Caring|Reliable|Just|Friendly|WarmInRelations|FeelSuperior|Clever|Capable|GoodUnderPressure|Intelligent|HasLeadershipQualities|Competent|Fair|SelfConfident|Considerate|Efficient|Empathetic|Trustworthy,1,2,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,Capable|Clever|Fair|WarmInRelations|Caring|GoodUnderPressure|Competent|Affectionate|Trustworthy|Just|Friendly|SelfConfident|Efficient|Persistent|Empathetic|Considerate|FeelSuperior|Reliable|Intelligent|HasLeadershipQualities,1,1,2,1,1,1,1,2,1,1,1,0,0,1,1,1,2,1,1,2,Trustworthy|Considerate|HasLeadershipQualities|FeelSuperior|GoodUnderPressure|Competent|Reliable|Capable|Friendly|SelfConfident|Clever|Just|Persistent|Caring|Efficient|Fair|Empathetic|Intelligent|Affectionate|WarmInRelations,1,1,1,1,1,2,1,1,1,1,2,1,1,0,-2,2,1,1,1,1,Empathetic|Clever|Just|Persistent|Reliable|HasLeadershipQualities|Friendly|WarmInRelations|Affectionate|SelfConfident|Fair|Caring|Efficient|Considerate|Trustworthy|GoodUnderPressure|Intelligent|Capable|FeelSuperior|Competent,2,2,2,2,2,1,1,2,2,2,1,1,0,1,-2,1,2,1,1,1,Reliable|WarmInRelations|Friendly|FeelSuperior|Capable|Intelligent|GoodUnderPressure|Competent|Empathetic|Considerate|Caring|Persistent|Clever|Efficient|Fair|Just|HasLeadershipQualities|Trustworthy|Affectionate|SelfConfident,3,3,0,0,0,CisWomen|CisMen|NonBinary|TransMen|TransWomen,3,3,1,1,1,TransWomen|NonBinary|CisMen|TransMen|CisWomen,1,7,0,2,2,4,4,6,4,8,5,5,5,6,5,4,5,6,7|8|6|1|3|4|2|5,5,4,6,5,5,5,5,13|11|14|10|12|9|15,5,2,6,Conservatism|Liberalism,2,2,0,Non-Binary|TransWomen|CisMen|TransMen|CisWomen,Exclusivity|Uniformity|Inherence|Immutability|Informativeness|Stability|Naturalness|Discreteness|Necessity,Keep,1,2,1,1,2
122,11/6/2017,100,229,3.816666667,1,3oTHBJJFe2KF7tn,1,1,1,1,1,1,-1,-1,1,-1,0,1,1,1,1,1,0,2,1,1,1,1,1,Fair|Friendly|Affectionate|SelfConfident|WarmInRelations|GoodUnderPressure|Clever|Empathetic|Caring|Trustworthy|Reliable|Intelligent|FeelSuperior|Competent|Just|Considerate|HasLeadershipQualities|Capable|Efficient|Persistent,1,0,1,2,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,SelfConfident|Intelligent|Friendly|Competent|Clever|Trustworthy|Empathetic|Just|GoodUnderPressure|WarmInRelations|Considerate|Efficient|Capable|Affectionate|FeelSuperior|HasLeadershipQualities|Reliable|Persistent|Fair|Caring,1,0,2,1,0,1,1,1,0,0,1,1,1,-1,-1,1,0,1,1,1,Empathetic|Persistent|Friendly|HasLeadershipQualities|Trustworthy|FeelSuperior|Caring|Competent|Considerate|Affectionate|Clever|Capable|Reliable|WarmInRelations|Just|Intelligent|SelfConfident|GoodUnderPressure|Fair|Efficient,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,Trustworthy|Just|Empathetic|SelfConfident|Competent|Reliable|HasLeadershipQualities|Intelligent|WarmInRelations|Friendly|Fair|Capable|Clever|GoodUnderPressure|Caring|Considerate|Persistent|FeelSuperior|Efficient|Affectionate,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,Clever|HasLeadershipQualities|Just|Competent|Caring|Reliable|SelfConfident|Considerate|FeelSuperior|WarmInRelations|Efficient|Intelligent|Affectionate|Persistent|GoodUnderPressure|Friendly|Empathetic|Fair|Capable|Trustworthy,3,3,0,0,0,NonBinary|TransMen|TransWomen|CisWomen|CisMen,1,1,2,2,2,CisMen|TransWomen|NonBinary|TransMen|CisWomen,1,2,7,7,7,6,7,3,3,7,5,4,2,5,2,5,5,5,5|3|2|7|6|4|8|1,5,4,5,5,5,4,5,9|12|14|13|10|11|15,5,5,3,Liberalism|Conservatism,2,2,0,CisWomen|TransWomen|CisMen|Non-Binary|TransMen,Naturalness|Stability|Exclusivity|Discreteness|Inherence|Informativeness|Immutability|Necessity|Uniformity,Keep,1,1,1,1,2
123,11/6/2017,25,870,14.5,0,3p6hrzuYtgU4zSE,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2,1,1,1,0,1,1,0,0,1,-1,-1,1,-1,0,0,1,1,1,1,Affectionate|GoodUnderPressure|Reliable|Persistent|Empathetic|Fair|WarmInRelations|Just|Friendly|HasLeadershipQualities|Intelligent|Efficient|Competent|Capable|Clever|FeelSuperior|Caring|Trustworthy|Considerate|SelfConfident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,CisWomen|TransMen|TransWomen|Non-Binary|CisMen,,1 - Did Not Finish,NA,NA,NA,NA,NA
124,11/8/2017,100,540,9,1,3P7QV1BV6AzEe4Y,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Empathetic|Intelligent|HasLeadershipQualities|Just|WarmInRelations|SelfConfident|Clever|GoodUnderPressure|Competent|Fair|Friendly|Reliable|Considerate|FeelSuperior|Trustworthy|Capable|Efficient|Caring|Persistent|Affectionate,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,Intelligent|Persistent|Clever|FeelSuperior|Considerate|Capable|Reliable|Empathetic|Affectionate|GoodUnderPressure|Fair|Competent|Trustworthy|Caring|WarmInRelations|HasLeadershipQualities|Efficient|Friendly|SelfConfident|Just,1,1,1,1,1,1,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,Just|Considerate|Competent|Trustworthy|Capable|Caring|GoodUnderPressure|Fair|Reliable|Efficient|Clever|Empathetic|Intelligent|Persistent|Affectionate|Friendly|WarmInRelations|HasLeadershipQualities|SelfConfident|FeelSuperior,1,1,2,2,1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,Friendly|Efficient|Empathetic|Fair|WarmInRelations|Caring|Persistent|FeelSuperior|HasLeadershipQualities|Just|SelfConfident|Capable|Intelligent|Considerate|GoodUnderPressure|Competent|Affectionate|Clever|Reliable|Trustworthy,2,2,2,2,2,0,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,1,SelfConfident|Capable|WarmInRelations|Competent|GoodUnderPressure|Considerate|Intelligent|Efficient|Empathetic|Affectionate|Trustworthy|Caring|Clever|Just|FeelSuperior|Fair|Reliable|Friendly|HasLeadershipQualities|Persistent,3,3,1,1,1,TransMen|NonBinary|CisMen|CisWomen|TransWomen,3,3,1,1,1,TransWomen|NonBinary|TransMen|CisWomen|CisMen,1,2,6,5,6,2,5,5,2,2,3,3,3,3,3,3,3,3,8|3|1|7|6|4|5|2,3,3,3,3,3,3,3,11|15|9|14|10|12|13,2,2,6,Conservatism|Liberalism,4,4,0,CisMen|Non-Binary|TransWomen|CisWomen|TransMen,Inherence|Exclusivity|Discreteness|Necessity|Stability|Naturalness|Informativeness|Immutability|Uniformity,Keep,2,1,2,2,1
125,11/6/2017,100,445,7.416666667,1,3PLgTr8kyO8pZMT,1,1,1,-1,1,-1,0,0,-1,0,-1,-1,0,2,0,2,1,2,1,1,1,0,0,Efficient|Intelligent|WarmInRelations|Clever|Reliable|Affectionate|Empathetic|HasLeadershipQualities|Trustworthy|Just|Considerate|Persistent|Competent|FeelSuperior|GoodUnderPressure|SelfConfident|Friendly|Caring|Capable|Fair,1,1,2,1,1,1,1,1,1,1,1,0,2,0,0,0,1,1,1,1,Clever|Reliable|Affectionate|Efficient|Persistent|Fair|Friendly|Intelligent|HasLeadershipQualities|Trustworthy|Empathetic|Considerate|Just|Competent|Capable|FeelSuperior|WarmInRelations|SelfConfident|Caring|GoodUnderPressure,1,1,1,1,1,1,1,2,1,1,1,0,1,0,0,1,1,1,0,0,Persistent|Capable|Fair|Efficient|Considerate|GoodUnderPressure|Affectionate|Just|Friendly|Trustworthy|Competent|HasLeadershipQualities|Caring|Clever|Intelligent|FeelSuperior|Reliable|WarmInRelations|Empathetic|SelfConfident,1,2,2,1,2,1,2,2,1,2,1,0,1,1,-1,1,1,2,0,0,WarmInRelations|Trustworthy|Reliable|FeelSuperior|Considerate|Fair|Competent|Clever|Capable|Affectionate|Empathetic|HasLeadershipQualities|Persistent|Just|Efficient|Friendly|Caring|GoodUnderPressure|Intelligent|SelfConfident,2,2,2,2,2,1,2,2,2,1,1,0,0,0,0,1,1,1,1,1,WarmInRelations|Considerate|Affectionate|Just|Trustworthy|Empathetic|Intelligent|Persistent|Reliable|Clever|GoodUnderPressure|Caring|Capable|FeelSuperior|SelfConfident|Competent|Fair|HasLeadershipQualities|Friendly|Efficient,3,3,1,0,0,TransWomen|NonBinary|CisWomen|CisMen|TransMen,3,2,1,1,1,NonBinary|CisMen|TransMen|TransWomen|CisWomen,1,5,8,6,7,1,0,7,7,2,4,5,6,5,6,5,6,6,6|8|4|7|3|5|2|1,4,6,5,5,3,5,5,12|9|14|10|15|11|13,4,1,7,Conservatism|Liberalism,2,3,0,TransWomen|CisMen|Non-Binary|TransMen|CisWomen,Informativeness|Discreteness|Uniformity|Inherence|Exclusivity|Necessity|Naturalness|Immutability|Stability,Keep,1,1,1,2,1
126,11/6/2017,100,550,9.166666667,1,3RgVSQH9RzetOsl,1,1,1,1,0,1,1,-1,1,0,-1,2,1,2,1,2,2,2,0,1,1,2,2,WarmInRelations|Reliable|Just|HasLeadershipQualities|Competent|Affectionate|Fair|Capable|Persistent|Caring|Trustworthy|Intelligent|Friendly|FeelSuperior|Empathetic|GoodUnderPressure|Clever|Considerate|Efficient|SelfConfident,1,-1,-1,2,-1,1,-1,1,0,2,0,-1,-1,-2,-1,-1,2,-1,1,-1,Trustworthy|Caring|Fair|Capable|Competent|Intelligent|Clever|Efficient|Reliable|Empathetic|Considerate|FeelSuperior|Friendly|SelfConfident|Persistent|Affectionate|HasLeadershipQualities|Just|GoodUnderPressure|WarmInRelations,-1,-1,0,-1,-1,-1,-1,-2,0,-1,0,-1,1,-2,-1,1,2,-1,-2,-2,Persistent|FeelSuperior|Competent|SelfConfident|GoodUnderPressure|Affectionate|WarmInRelations|Reliable|Just|Clever|Considerate|Intelligent|Efficient|Friendly|Trustworthy|Fair|Caring|Capable|HasLeadershipQualities|Empathetic,-1,1,-1,-1,1,-1,-1,-2,-1,1,0,-1,-1,1,1,-1,-2,-1,-1,1,Capable|GoodUnderPressure|Reliable|Caring|Persistent|FeelSuperior|Competent|Friendly|Efficient|Considerate|Empathetic|SelfConfident|Trustworthy|Clever|WarmInRelations|Affectionate|Fair|HasLeadershipQualities|Just|Intelligent,-1,-1,1,-1,-2,-2,0,-1,-1,0,0,-1,-1,0,-2,0,-1,-2,0,-1,Considerate|Clever|Just|Competent|WarmInRelations|Affectionate|HasLeadershipQualities|Friendly|Intelligent|Caring|FeelSuperior|Fair|GoodUnderPressure|Trustworthy|Empathetic|Capable|Reliable|Efficient|Persistent|SelfConfident,3,3,0,1,1,TransMen|CisWomen|NonBinary|CisMen|TransWomen,2,2,3,3,1,CisMen|NonBinary|CisWomen|TransMen|TransWomen,1,6,5,2,2,3,5,5,4,2,4,2,4,2,2,5,4,4,8|4|6|3|5|1|7|2,3,5,4,3,4,3,2,14|15|11|9|10|12|13,2,5,5,Liberalism|Conservatism,3,5,0,TransWomen|TransMen|CisWomen|CisMen|Non-Binary,Informativeness|Immutability|Naturalness|Inherence|Stability|Uniformity|Necessity|Discreteness|Exclusivity,Keep,1,1,1,1,2
127,11/8/2017,100,236,3.933333333,1,3rN8T4ICuDh4HXs,1,1,1,0,-1,-1,2,1,1,1,1,1,2,1,1,1,1,-1,2,0,0,-1,0,Caring|SelfConfident|Just|Capable|Intelligent|Clever|Competent|Empathetic|FeelSuperior|HasLeadershipQualities|Fair|WarmInRelations|Friendly|Persistent|Trustworthy|Reliable|Considerate|GoodUnderPressure|Affectionate|Efficient,2,2,1,1,2,2,0,1,1,0,2,1,1,2,1,2,2,1,2,1,Reliable|Competent|HasLeadershipQualities|GoodUnderPressure|SelfConfident|Affectionate|Considerate|Empathetic|Capable|Friendly|Just|Trustworthy|Persistent|Intelligent|Fair|FeelSuperior|WarmInRelations|Caring|Efficient|Clever,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,Capable|Persistent|Clever|Affectionate|Intelligent|Just|WarmInRelations|Caring|GoodUnderPressure|HasLeadershipQualities|Empathetic|Reliable|SelfConfident|Friendly|Considerate|Trustworthy|Competent|Efficient|Fair|FeelSuperior,2,0,1,1,2,1,1,1,2,0,2,2,2,2,1,1,2,0,2,1,Competent|Trustworthy|SelfConfident|FeelSuperior|Fair|HasLeadershipQualities|Considerate|Empathetic|Capable|GoodUnderPressure|Clever|WarmInRelations|Reliable|Affectionate|Caring|Persistent|Efficient|Intelligent|Just|Friendly,2,0,2,2,2,2,1,0,0,1,1,2,1,1,2,0,1,2,1,1,Intelligent|Empathetic|Just|SelfConfident|FeelSuperior|Competent|Capable|GoodUnderPressure|Affectionate|Considerate|Clever|Persistent|Caring|HasLeadershipQualities|Trustworthy|WarmInRelations|Reliable|Friendly|Fair|Efficient,3,3,2,3,0,NonBinary|TransWomen|CisMen|CisWomen|TransMen,3,3,1,3,3,TransWomen|CisWomen|TransMen|CisMen|NonBinary,1,3,3,6,8,3,1,7,8,7,5,6,5,4,4,4,3,6,6|8|7|5|2|3|4|1,5,4,5,3,6,5,6,12|9|10|11|13|15|14,3,2,6,Liberalism|Conservatism,4,4,0,TransMen|CisWomen|CisMen|Non-Binary|TransWomen,Informativeness|Discreteness|Exclusivity|Inherence|Naturalness|Immutability|Necessity|Uniformity|Stability,Keep,1,2,1,2,2
128,11/6/2017,100,592,9.866666667,1,3RxAxmEdZyNsvLJ,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,Fair|Competent|Considerate|Efficient|Empathetic|Capable|Caring|Trustworthy|WarmInRelations|FeelSuperior|Reliable|Persistent|Affectionate|Intelligent|GoodUnderPressure|HasLeadershipQualities|SelfConfident|Clever|Friendly|Just,2,2,2,2,1,2,2,2,2,1,1,1,2,1,-1,1,1,2,1,1,Friendly|Reliable|Capable|Caring|Clever|HasLeadershipQualities|Affectionate|Persistent|Intelligent|SelfConfident|FeelSuperior|WarmInRelations|Fair|Just|Considerate|Efficient|GoodUnderPressure|Empathetic|Trustworthy|Competent,2,2,2,2,2,2,2,2,2,1,0,1,2,1,-1,1,2,1,1,1,Efficient|GoodUnderPressure|FeelSuperior|SelfConfident|Empathetic|Just|Competent|Affectionate|WarmInRelations|Trustworthy|Persistent|Fair|Caring|Reliable|HasLeadershipQualities|Clever|Considerate|Friendly|Intelligent|Capable,2,2,2,2,2,2,2,2,2,2,1,0,2,2,-1,0,1,1,1,1,Caring|HasLeadershipQualities|SelfConfident|Competent|Capable|Affectionate|Reliable|WarmInRelations|FeelSuperior|GoodUnderPressure|Efficient|Intelligent|Just|Friendly|Considerate|Empathetic|Clever|Trustworthy|Persistent|Fair,2,2,2,2,2,2,2,2,1,1,0,0,1,0,-2,1,1,1,1,1,Considerate|Efficient|Reliable|Just|SelfConfident|HasLeadershipQualities|Friendly|Persistent|Competent|GoodUnderPressure|Clever|Fair|Affectionate|WarmInRelations|Empathetic|Trustworthy|FeelSuperior|Capable|Caring|Intelligent,3,3,1,1,0,CisMen|TransWomen|TransMen|CisWomen|NonBinary,3,3,2,2,0,TransWomen|CisMen|CisWomen|TransMen|NonBinary,1,2,7,7,7,3,1,6,2,7,2,2,1,2,3,2,3,3,1|5|8|4|6|2|7|3,1,2,3,3,3,2,3,13|15|14|9|10|11|12,3,2,6,Liberalism|Conservatism,3,2,0,TransWomen|CisWomen|TransMen|CisMen|Non-Binary,Uniformity|Discreteness|Exclusivity|Informativeness|Stability|Necessity|Inherence|Immutability|Naturalness,Keep,1,1,1,1,3
129,11/8/2017,100,413,6.883333333,1,3XioIlTAVzbxxhD,1,1,1,2,1,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Empathetic|Clever|Competent|Friendly|Reliable|WarmInRelations|Affectionate|Just|FeelSuperior|GoodUnderPressure|Considerate|Caring|Efficient|Trustworthy|Capable|Intelligent|SelfConfident|Fair|HasLeadershipQualities|Persistent,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-1,2,2,2,2,2,WarmInRelations|Clever|Friendly|Persistent|Capable|Efficient|Trustworthy|Competent|Reliable|Affectionate|FeelSuperior|HasLeadershipQualities|SelfConfident|Just|Caring|Empathetic|Considerate|GoodUnderPressure|Intelligent|Fair,2,1,2,2,2,2,2,2,2,2,1,2,2,0,-2,2,2,2,2,2,FeelSuperior|Caring|Fair|Affectionate|Clever|GoodUnderPressure|Persistent|WarmInRelations|Friendly|Trustworthy|Intelligent|SelfConfident|Competent|Efficient|Just|Reliable|HasLeadershipQualities|Considerate|Empathetic|Capable,2,2,2,2,2,2,2,2,2,2,0,2,2,-1,-2,2,1,2,2,2,Affectionate|Capable|Clever|Considerate|Competent|Intelligent|Persistent|Reliable|Empathetic|GoodUnderPressure|HasLeadershipQualities|Friendly|SelfConfident|Just|WarmInRelations|Trustworthy|Fair|FeelSuperior|Caring|Efficient,2,2,2,2,2,2,2,2,2,2,-1,2,2,-2,-1,2,1,0,2,2,Considerate|SelfConfident|Competent|Caring|Capable|Trustworthy|Fair|HasLeadershipQualities|FeelSuperior|Efficient|Clever|Friendly|Intelligent|Just|WarmInRelations|Empathetic|Persistent|GoodUnderPressure|Affectionate|Reliable,3,3,0,0,1,TransWomen|CisWomen|TransMen|CisMen|NonBinary,3,3,2,3,1,TransMen|CisWomen|TransWomen|NonBinary|CisMen,1,0,8,8,8,0,8,2,0,0,2,4,3,6,4,6,6,5,7|8|4|1|2|3|5|6,2,5,6,6,4,5,5,14|13|15|10|9|11|12,2,4,5,Liberalism|Conservatism,2,3,0,CisWomen|TransMen|TransWomen|CisMen|Non-Binary,Stability|Inherence|Informativeness|Discreteness|Necessity|Uniformity|Naturalness|Exclusivity|Immutability,Keep,1,1,1,1,2
